time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1720064731.05639124,0.02015780,0.00313552,0.00000442,15403.00000000,0.02104789,0.000000,0.000000
1720064731.15622616,0.02016008,0.00326960,0.00000480,15435.00000000,0.02095824,0.000000,0.000000
1720064731.25607085,0.02015049,0.00212868,0.00000411,15484.00000000,0.01677445,0.000000,0.000000
1720064731.35591459,0.02015014,0.00345961,0.00000409,15519.00000000,0.02002782,0.000000,0.000000
1720064731.45575094,0.02015199,0.00375977,0.00000429,15573.00000000,0.02080662,0.000000,0.000000
1720064731.55639291,0.02014747,0.00306493,0.00000381,15159.00000000,0.01854481,0.000000,0.000000
1720064731.65624452,0.02014904,0.00292476,0.00000450,15246.00000000,0.02070498,0.000000,0.000000
1720064731.75608873,0.02014936,0.00274661,0.00000425,15325.00000000,0.02026342,0.000000,0.000000
1720064731.85592818,0.02014704,0.00230267,0.00000386,15379.00000000,0.01931738,0.000000,0.000000
1720064731.95576334,0.02015513,0.00253379,0.00000489,15446.00000000,0.02305920,0.000000,0.000000
1720064732.05639005,0.02015065,0.00243410,0.00000403,15518.00000000,0.01853681,0.000000,0.000000
1720064732.15622497,0.02014700,0.00303277,0.00000393,15549.00000000,0.01883218,0.000000,0.000000
1720064732.25606084,0.02014244,0.00260969,0.00000389,15622.00000000,0.01849197,0.000000,0.000000
1720064732.35589433,0.02013584,0.00227680,0.00000334,15674.00000000,0.01773975,0.000000,0.000000
1720064732.45612407,0.02012925,0.00223774,0.00000398,15694.00000000,0.01772904,0.000000,0.000000
1720064732.55597210,0.02013194,0.00214385,0.00000515,15742.00000000,0.02111406,0.000000,0.000000
1720064732.65581441,0.02013133,0.00272093,0.00000438,15779.00000000,0.01990698,0.000000,0.000000
1720064732.75645518,0.02012575,0.00270645,0.00000427,15795.00000000,0.01807874,0.000000,0.000000
1720064732.85630703,0.02012069,0.00303546,0.00000404,15796.00000000,0.01825946,0.000000,0.000000
1720064732.95614457,0.02011117,0.00198329,0.00000381,15860.00000000,0.01659828,0.000000,0.000000
1720064733.05597401,0.02010963,0.00261289,0.00000479,15872.00000000,0.01954030,0.000000,0.000000
1720064733.15580225,0.02010415,0.00294483,0.00000352,15894.00000000,0.01806885,0.000000,0.000000
1720064733.25644708,0.02009894,0.00292964,0.00000345,15914.00000000,0.01816224,0.000000,0.000000
1720064733.35629916,0.02009635,0.00296659,0.00000426,15940.00000000,0.01912995,0.000000,0.000000
1720064733.45613575,0.02009599,0.00320859,0.00000440,15955.00000000,0.01996078,0.000000,0.000000
1720064733.55598211,0.02009507,0.00254115,0.00000431,15976.00000000,0.01975077,0.000000,0.000000
1720064733.65582418,0.02008659,0.00320904,0.00000349,16027.00000000,0.01689769,0.000000,0.000000
1720064733.75606251,0.02008845,0.00351653,0.00000462,16073.00000000,0.02078857,0.000000,0.000000
1720064733.85591054,0.02009523,0.00276253,0.00000488,16116.00000000,0.02266123,0.000000,0.000000
1720064733.95574141,0.02009578,0.00285264,0.00000463,16148.00000000,0.02030225,0.000000,0.000000
1720064734.05637479,0.02009668,0.00303717,0.00000418,16195.00000000,0.02043969,0.000000,0.000000
1720064734.15620589,0.02009586,0.00332143,0.00000367,16232.00000000,0.01978244,0.000000,0.000000
1720064734.25604105,0.02010032,0.00312811,0.00000470,16236.00000000,0.02180579,0.000000,0.000000
1720064734.35586500,0.02010191,0.00296558,0.00000454,16262.00000000,0.02070844,0.000000,0.000000
1720064734.45608783,0.02010436,0.00301018,0.00000468,16330.00000000,0.02104552,0.000000,0.000000
1720064734.55593491,0.02009502,0.00235224,0.00000288,16386.00000000,0.01650102,0.000000,0.000000
1720064734.65578461,0.02009303,0.00243505,0.00000386,16458.00000000,0.01932221,0.000000,0.000000
1720064734.75641179,0.02009898,0.00368480,0.00000469,16517.00000000,0.02240297,0.000000,0.000000
1720064734.85626101,0.02010057,0.00265526,0.00000462,16587.00000000,0.02071870,0.000000,0.000000
1720064734.95609593,0.02009919,0.00262137,0.00000360,16684.00000000,0.01956208,0.000000,0.000000
1720064735.05592871,0.02010718,0.00367021,0.00000409,16714.00000000,0.02322437,0.000000,0.000000
1720064735.15575552,0.02011173,0.00274499,0.00000405,16848.00000000,0.02188920,0.000000,0.000000
1720064735.25636911,0.02011101,0.00360835,0.00000376,16840.00000000,0.01983033,0.000000,0.000000
1720064735.35620117,0.02011350,0.00378486,0.00000396,16872.00000000,0.02109194,0.000000,0.000000
1720064735.45604777,0.02011344,0.00259886,0.00000339,16811.00000000,0.02008689,0.000000,0.000000
1720064735.55589485,0.02011660,0.00355120,0.00000387,16901.00000000,0.02136619,0.000000,0.000000
1720064735.65613389,0.02011661,0.00247418,0.00000369,16925.00000000,0.02011848,0.000000,0.000000
1720064735.75597787,0.02012401,0.00337194,0.00000475,16995.00000000,0.02306421,0.000000,0.000000
1720064735.85581899,0.02012906,0.00352162,0.00000384,17079.00000000,0.02213719,0.000000,0.000000
1720064735.95606589,0.02013383,0.00327847,0.00000374,17153.00000000,0.02203695,0.000000,0.000000
1720064736.05591273,0.02012592,0.00330236,0.00000363,17149.00000000,0.01696395,0.000000,0.000000
1720064736.15574384,0.02012932,0.00257894,0.00000376,17227.00000000,0.02149052,0.000000,0.000000
1720064736.25638103,0.02012926,0.00319004,0.00000368,17271.00000000,0.02010488,0.000000,0.000000
1720064736.35622430,0.02013580,0.00348026,0.00000403,17310.00000000,0.02277278,0.000000,0.000000
1720064736.45607281,0.02013697,0.00318708,0.00000375,17288.00000000,0.02060974,0.000000,0.000000
1720064736.55591393,0.02013825,0.00261083,0.00000391,17303.00000000,0.02065537,0.000000,0.000000
1720064736.65575480,0.02013814,0.00234350,0.00000347,17306.00000000,0.02009621,0.000000,0.000000
1720064736.75639915,0.02014261,0.00326782,0.00000392,17361.00000000,0.02195930,0.000000,0.000000
1720064736.85624051,0.02014430,0.00259959,0.00000403,17413.00000000,0.02083542,0.000000,0.000000
1720064736.95607710,0.02014533,0.00231751,0.00000432,17421.00000000,0.02056562,0.000000,0.000000
1720064737.05591321,0.02014249,0.00302872,0.00000355,17477.00000000,0.01898065,0.000000,0.000000
1720064737.15576005,0.02014854,0.00357749,0.00000334,17538.00000000,0.02263237,0.000000,0.000000
1720064737.25640273,0.02015227,0.00274770,0.00000405,17547.00000000,0.02168852,0.000000,0.000000
1720064737.35622883,0.02014985,0.00295441,0.00000378,17631.00000000,0.01915243,0.000000,0.000000
1720064737.45607448,0.02015115,0.00313151,0.00000423,17652.00000000,0.02068689,0.000000,0.000000
1720064737.55591798,0.02015592,0.00260123,0.00000342,17719.00000000,0.02213931,0.000000,0.000000
1720064737.65575480,0.02015129,0.00230830,0.00000377,17693.00000000,0.01822206,0.000000,0.000000
1720064737.75639129,0.02014781,0.00239946,0.00000399,17746.00000000,0.01869808,0.000000,0.000000
1720064737.85623550,0.02014108,0.00220034,0.00000371,17725.00000000,0.01732639,0.000000,0.000000
1720064737.95607066,0.02013420,0.00239559,0.00000290,17789.00000000,0.01725236,0.000000,0.000000
1720064738.05590820,0.02012539,0.00261777,0.00000351,17839.00000000,0.01642736,0.000000,0.000000
1720064738.15574050,0.02011877,0.00324238,0.00000358,17908.00000000,0.01733107,0.000000,0.000000
1720064738.25638843,0.02011420,0.00303784,0.00000389,17955.00000000,0.01818352,0.000000,0.000000
1720064738.35623384,0.02011220,0.00393333,0.00000338,17969.00000000,0.01926940,0.000000,0.000000
1720064738.45608115,0.02011533,0.00341323,0.00000467,17928.00000000,0.02144047,0.000000,0.000000
1720064738.55592060,0.02010713,0.00217482,0.00000363,17864.00000000,0.01662073,0.000000,0.000000
1720064738.65576792,0.02010123,0.00271711,0.00000374,17954.00000000,0.01759036,0.000000,0.000000
1720064738.75641060,0.02009634,0.00240694,0.00000363,18043.00000000,0.01800833,0.000000,0.000000
1720064738.85624218,0.02009878,0.00244040,0.00000450,18065.00000000,0.02114233,0.000000,0.000000
1720064738.95607686,0.02008982,0.00305292,0.00000344,18067.00000000,0.01624702,0.000000,0.000000
1720064739.05591798,0.02008437,0.00290478,0.00000380,18124.00000000,0.01774059,0.000000,0.000000
1720064739.15574980,0.02008189,0.00320847,0.00000434,18202.00000000,0.01901133,0.000000,0.000000
1720064739.25639248,0.02007153,0.00288849,0.00000296,18229.00000000,0.01559823,0.000000,0.000000
1720064739.35622811,0.02007126,0.00328638,0.00000436,18324.00000000,0.01995098,0.000000,0.000000
1720064739.45608115,0.02006919,0.00244570,0.00000423,18442.00000000,0.01917266,0.000000,0.000000
1720064739.55592251,0.02006387,0.00238801,0.00000379,18494.00000000,0.01774995,0.000000,0.000000
1720064739.65574789,0.02006295,0.00287588,0.00000435,18620.00000000,0.01966267,0.000000,0.000000
1720064739.75639296,0.02005390,0.00344947,0.00000311,18689.00000000,0.01609619,0.000000,0.000000
1720064739.85623336,0.02005623,0.00317362,0.00000374,18193.00000000,0.02107914,0.000000,0.000000
1720064739.95607066,0.02005394,0.00244471,0.00000400,18361.00000000,0.01904941,0.000000,0.000000
1720064740.05592132,0.02005124,0.00268053,0.00000406,18533.00000000,0.01886289,0.000000,0.000000
1720064740.15576673,0.02004364,0.00276427,0.00000322,18666.00000000,0.01669079,0.000000,0.000000
1720064740.25639200,0.02004388,0.00288236,0.00000346,18793.00000000,0.02015001,0.000000,0.000000
1720064740.35622835,0.02004787,0.00301470,0.00000398,18917.00000000,0.02181685,0.000000,0.000000
1720064740.45606446,0.02005245,0.00379202,0.00000442,19108.00000000,0.02208493,0.000000,0.000000
1720064740.55589676,0.02004888,0.00295642,0.00000350,19167.00000000,0.01845889,0.000000,0.000000
1720064740.65573597,0.02005531,0.00428354,0.00000417,19424.00000000,0.02292394,0.000000,0.000000
1720064740.75637221,0.02005718,0.00360163,0.00000397,19565.00000000,0.02089506,0.000000,0.000000
1720064740.85621500,0.02005911,0.00337661,0.00000371,19763.00000000,0.02092108,0.000000,0.000000
1720064740.95606399,0.02005984,0.00308843,0.00000382,19966.00000000,0.02038946,0.000000,0.000000
1720064741.05590534,0.02006470,0.00421974,0.00000362,20183.00000000,0.02225063,0.000000,0.000000
1720064741.15573716,0.02007083,0.00410558,0.00000368,20082.00000000,0.02283585,0.000000,0.000000
1720064741.25637460,0.02007672,0.00351987,0.00000398,20290.00000000,0.02274072,0.000000,0.000000
1720064741.35621095,0.02008061,0.00401828,0.00000397,20542.00000000,0.02183947,0.000000,0.000000
1720064741.45604253,0.02008090,0.00423701,0.00000327,20776.00000000,0.02021264,0.000000,0.000000
1720064741.55588078,0.02008631,0.00430254,0.00000357,20911.00000000,0.02254704,0.000000,0.000000
1720064741.65611339,0.02009526,0.00455317,0.00000420,21163.00000000,0.02417966,0.000000,0.000000
1720064741.75595927,0.02010201,0.00438052,0.00000321,21270.00000000,0.02318475,0.000000,0.000000
1720064741.85578680,0.02010237,0.00529005,0.00000265,21474.00000000,0.02026656,0.000000,0.000000
1720064741.95641494,0.02011402,0.00477815,0.00000375,21665.00000000,0.02546187,0.000000,0.000000
1720064742.05625582,0.02011614,0.00321775,0.00000321,21810.00000000,0.02109173,0.000000,0.000000
1720064742.15609956,0.02011932,0.00494792,0.00000349,22020.00000000,0.02158782,0.000000,0.000000
1720064742.25593615,0.02010990,0.00348384,0.00000252,22039.00000000,0.01575607,0.000000,0.000000
1720064742.35578418,0.02012120,0.00406810,0.00000378,22222.00000000,0.02535460,0.000000,0.000000
1720064742.45642805,0.02012410,0.00380662,0.00000340,22385.00000000,0.02146907,0.000000,0.000000
1720064742.55626488,0.02012791,0.00338714,0.00000364,22086.00000000,0.02189757,0.000000,0.000000
1720064742.65610385,0.02012864,0.00350568,0.00000327,22345.00000000,0.02047190,0.000000,0.000000
1720064742.75593376,0.02013833,0.00515705,0.00000383,22691.00000000,0.02465931,0.000000,0.000000
1720064742.85577869,0.02015727,0.00644417,0.00000448,23023.00000000,0.02902255,0.000000,0.000000
1720064742.95641184,0.02016668,0.00559153,0.00000368,23306.00000000,0.02458140,0.000000,0.000000
1720064743.05624795,0.02017787,0.00571020,0.00000372,23459.00000000,0.02543464,0.000000,0.000000
1720064743.15609765,0.02018202,0.00528313,0.00000329,23665.00000000,0.02213925,0.000000,0.000000
1720064743.25593781,0.02019829,0.00754618,0.00000408,23784.00000000,0.02787654,0.000000,0.000000
1720064743.35576773,0.02020100,0.00321680,0.00000381,22317.00000000,0.02148200,0.000000,0.000000
1720064743.45640922,0.02020655,0.00339290,0.00000408,22509.00000000,0.02283719,0.000000,0.000000
1720064743.55625582,0.02020998,0.00415438,0.00000394,22779.00000000,0.02184139,0.000000,0.000000
1720064743.65610361,0.02022123,0.00372169,0.00000433,22946.00000000,0.02557319,0.000000,0.000000
1720064743.75595164,0.02022495,0.00395467,0.00000403,23124.00000000,0.02200169,0.000000,0.000000
1720064743.85578942,0.02023538,0.00360079,0.00000435,23233.00000000,0.02521861,0.000000,0.000000
1720064743.95642805,0.02023712,0.00359337,0.00000364,23351.00000000,0.02107363,0.000000,0.000000
1720064744.05627370,0.02024716,0.00475665,0.00000453,23553.00000000,0.02506538,0.000000,0.000000
1720064744.15611792,0.02025442,0.00445787,0.00000393,23625.00000000,0.02374736,0.000000,0.000000
1720064744.25595951,0.02025730,0.00342782,0.00000388,23718.00000000,0.02164284,0.000000,0.000000
1720064744.35579705,0.02027109,0.00419044,0.00000463,23826.00000000,0.02693539,0.000000,0.000000
1720064744.45644164,0.02027037,0.00372677,0.00000331,23979.00000000,0.01991928,0.000000,0.000000
1720064744.55628157,0.02027248,0.00377607,0.00000374,24168.00000000,0.02129593,0.000000,0.000000
1720064744.65611243,0.02027537,0.00324593,0.00000382,24190.00000000,0.02168109,0.000000,0.000000
1720064744.75596833,0.02027956,0.00325709,0.00000426,24294.00000000,0.02231908,0.000000,0.000000
1720064744.85580206,0.02028534,0.00435424,0.00000380,24399.00000000,0.02310445,0.000000,0.000000
1720064744.95643806,0.02029663,0.00435819,0.00000420,24475.00000000,0.02581874,0.000000,0.000000
1720064745.05628157,0.02029739,0.00336740,0.00000363,24360.00000000,0.02066938,0.000000,0.000000
1720064745.15612292,0.02030002,0.00439099,0.00000385,24513.00000000,0.02159470,0.000000,0.000000
1720064745.25597358,0.02030538,0.00379338,0.00000373,24669.00000000,0.02294061,0.000000,0.000000
1720064745.35581374,0.02031866,0.00585736,0.00000364,24823.00000000,0.02686587,0.000000,0.000000
1720064745.45605874,0.02033909,0.00655921,0.00000426,24995.00000000,0.03043159,0.000000,0.000000
1720064745.55589843,0.02035058,0.00392497,0.00000428,24918.00000000,0.02603668,0.000000,0.000000
1720064745.65573764,0.02035689,0.00473191,0.00000406,25162.00000000,0.02348549,0.000000,0.000000
1720064745.75637674,0.02036725,0.00541271,0.00000360,25323.00000000,0.02551663,0.000000,0.000000
1720064745.85621476,0.02038568,0.00553341,0.00000483,25477.00000000,0.02956673,0.000000,0.000000
1720064745.95605516,0.02039517,0.00511476,0.00000424,25618.00000000,0.02513088,0.000000,0.000000
1720064746.05588436,0.02040220,0.00411006,0.00000390,25512.00000000,0.02391462,0.000000,0.000000
1720064746.15611672,0.02040729,0.00421975,0.00000372,25687.00000000,0.02295799,0.000000,0.000000
1720064746.25596976,0.02041828,0.00344121,0.00000408,25777.00000000,0.02593488,0.000000,0.000000
1720064746.35580206,0.02042827,0.00423432,0.00000434,25922.00000000,0.02545413,0.000000,0.000000
1720064746.45644975,0.02043161,0.00381275,0.00000355,26090.00000000,0.02211524,0.000000,0.000000
1720064746.55629301,0.02044260,0.00504849,0.00000417,26246.00000000,0.02599431,0.000000,0.000000
1720064746.65613914,0.02044813,0.00478647,0.00000418,26498.00000000,0.02324208,0.000000,0.000000
1720064746.75597501,0.02045877,0.00477014,0.00000421,26630.00000000,0.02585731,0.000000,0.000000
1720064746.85582042,0.02046699,0.00508664,0.00000383,26738.00000000,0.02464076,0.000000,0.000000
1720064746.95644474,0.02047148,0.00360871,0.00000381,26945.00000000,0.02275489,0.000000,0.000000
1720064747.05627680,0.02047592,0.00448879,0.00000381,27075.00000000,0.02274386,0.000000,0.000000
1720064747.15611410,0.02047877,0.00488307,0.00000345,27231.00000000,0.02193221,0.000000,0.000000
1720064747.25595355,0.02048474,0.00481227,0.00000368,27298.00000000,0.02354358,0.000000,0.000000
1720064747.35578728,0.02048793,0.00395319,0.00000365,27416.00000000,0.02212306,0.000000,0.000000
1720064747.45643163,0.02049886,0.00514568,0.00000434,27312.00000000,0.02611845,0.000000,0.000000
1720064747.55628753,0.02052077,0.00752263,0.00000467,27484.00000000,0.03180541,0.000000,0.000000
1720064747.65612674,0.02053464,0.00451275,0.00000332,26355.00000000,0.02768856,0.000000,0.000000
1720064747.75597095,0.02054459,0.00522084,0.00000391,26699.00000000,0.02569125,0.000000,0.000000
1720064747.85581446,0.02054933,0.00326108,0.00000398,27233.00000000,0.02300297,0.000000,0.000000
1720064747.95644569,0.02055757,0.00439028,0.00000424,27452.00000000,0.02483297,0.000000,0.000000
1720064748.05629778,0.02056483,0.00363269,0.00000406,27598.00000000,0.02434068,0.000000,0.000000
1720064748.15612769,0.02057660,0.00381917,0.00000397,27742.00000000,0.02670933,0.000000,0.000000
1720064748.25596118,0.02058283,0.00461355,0.00000416,27917.00000000,0.02383610,0.000000,0.000000
1720064748.35580468,0.02059038,0.00351649,0.00000412,28026.00000000,0.02453926,0.000000,0.000000
1720064748.45643306,0.02059885,0.00329732,0.00000451,28200.00000000,0.02503813,0.000000,0.000000
1720064748.55628419,0.02061201,0.00562729,0.00000423,28350.00000000,0.02752111,0.000000,0.000000
1720064748.65613055,0.02062287,0.00354934,0.00000453,28436.00000000,0.02633466,0.000000,0.000000
1720064748.75597692,0.02062837,0.00322471,0.00000426,28606.00000000,0.02352756,0.000000,0.000000
1720064748.85583091,0.02063814,0.00499920,0.00000431,28703.00000000,0.02579566,0.000000,0.000000
1720064748.95608473,0.02064131,0.00328486,0.00000397,28756.00000000,0.02231432,0.000000,0.000000
1720064749.05591726,0.02064883,0.00439694,0.00000394,28826.00000000,0.02463633,0.000000,0.000000
1720064749.15577173,0.02066112,0.00526534,0.00000468,28995.00000000,0.02718551,0.000000,0.000000
1720064749.25642133,0.02067103,0.00491541,0.00000389,29116.00000000,0.02594583,0.000000,0.000000
1720064749.35626531,0.02067243,0.00366182,0.00000336,29187.00000000,0.02141941,0.000000,0.000000
1720064749.45611429,0.02068374,0.00432309,0.00000411,29241.00000000,0.02672108,0.000000,0.000000
1720064749.55595088,0.02068772,0.00420840,0.00000385,29362.00000000,0.02281977,0.000000,0.000000
1720064749.65579891,0.02069580,0.00400775,0.00000405,29408.00000000,0.02502525,0.000000,0.000000
1720064749.75643373,0.02070475,0.00455226,0.00000454,29409.00000000,0.02550799,0.000000,0.000000
1720064749.85627270,0.02072005,0.00479711,0.00000453,29418.00000000,0.02895185,0.000000,0.000000
1720064749.95611262,0.02072593,0.00360266,0.00000393,29510.00000000,0.02389825,0.000000,0.000000
1720064750.05594563,0.02073084,0.00344930,0.00000402,29575.00000000,0.02337943,0.000000,0.000000
1720064750.15577483,0.02073863,0.00442989,0.00000362,29736.00000000,0.02495543,0.000000,0.000000
1720064750.25638556,0.02073344,0.00392777,0.00000298,29928.00000000,0.01792248,0.000000,0.000000
1720064750.35623002,0.02073444,0.00379784,0.00000345,29981.00000000,0.02127258,0.000000,0.000000
1720064750.45607924,0.02073938,0.00498859,0.00000396,30113.00000000,0.02343027,0.000000,0.000000
1720064750.55591631,0.02075308,0.00700378,0.00000420,30129.00000000,0.02821654,0.000000,0.000000
1720064750.65574813,0.02075635,0.00445250,0.00000353,30167.00000000,0.02254207,0.000000,0.000000
1720064750.75637841,0.02076976,0.00671759,0.00000411,30329.00000000,0.02810528,0.000000,0.000000
1720064750.85621452,0.02077694,0.00468662,0.00000400,29609.00000000,0.02471459,0.000000,0.000000
1720064750.95605588,0.02078619,0.00507486,0.00000455,29937.00000000,0.02586472,0.000000,0.000000
1720064751.05590773,0.02079036,0.00513859,0.00000389,30072.00000000,0.02308361,0.000000,0.000000
1720064751.15573835,0.02079877,0.00369488,0.00000429,30255.00000000,0.02543260,0.000000,0.000000
1720064751.25638795,0.02079967,0.00431700,0.00000393,30411.00000000,0.02129682,0.000000,0.000000
1720064751.35622215,0.02080363,0.00451058,0.00000406,30567.00000000,0.02298965,0.000000,0.000000
1720064751.45606256,0.02080630,0.00469887,0.00000387,30686.00000000,0.02228586,0.000000,0.000000
1720064751.55590606,0.02081268,0.00364185,0.00000412,30859.00000000,0.02435339,0.000000,0.000000
1720064751.65573716,0.02081907,0.00433419,0.00000439,30978.00000000,0.02437174,0.000000,0.000000
1720064751.75636387,0.02082780,0.00424070,0.00000407,31014.00000000,0.02569001,0.000000,0.000000
1720064751.85620427,0.02083402,0.00361033,0.00000412,31347.00000000,0.02430970,0.000000,0.000000
1720064751.95604587,0.02084641,0.00547884,0.00000486,31455.00000000,0.02777199,0.000000,0.000000
1720064752.05587077,0.02084929,0.00424145,0.00000415,31548.00000000,0.02246200,0.000000,0.000000
1720064752.15610504,0.02085432,0.00447440,0.00000403,31585.00000000,0.02367462,0.000000,0.000000
1720064752.25595284,0.02085476,0.00476852,0.00000382,31628.00000000,0.02110020,0.000000,0.000000
1720064752.35579109,0.02086570,0.00530921,0.00000458,31726.00000000,0.02702388,0.000000,0.000000
1720064752.45644426,0.02087292,0.00347170,0.00000434,31795.00000000,0.02494967,0.000000,0.000000
1720064752.55628228,0.02088445,0.00431185,0.00000501,31816.00000000,0.02739579,0.000000,0.000000
1720064752.65613270,0.02088885,0.00452234,0.00000373,31847.00000000,0.02338195,0.000000,0.000000
1720064752.75596356,0.02089882,0.00535742,0.00000464,31901.00000000,0.02655212,0.000000,0.000000
1720064752.85580611,0.02090535,0.00453801,0.00000417,31963.00000000,0.02461302,0.000000,0.000000
1720064752.95644617,0.02090659,0.00339496,0.00000394,32012.00000000,0.02160910,0.000000,0.000000
1720064753.05629277,0.02090900,0.00414389,0.00000394,32108.00000000,0.02228629,0.000000,0.000000
1720064753.15612245,0.02091705,0.00413390,0.00000437,32125.00000000,0.02551051,0.000000,0.000000
1720064753.25596237,0.02092146,0.00349301,0.00000435,32192.00000000,0.02344804,0.000000,0.000000
1720064753.35581470,0.02092592,0.00335191,0.00000437,32255.00000000,0.02347835,0.000000,0.000000
1720064753.45607257,0.02092807,0.00359597,0.00000372,32318.00000000,0.02216023,0.000000,0.000000
1720064753.55590439,0.02092693,0.00355023,0.00000316,32352.00000000,0.02027438,0.000000,0.000000
1720064753.65574002,0.02092776,0.00368516,0.00000368,32462.00000000,0.02140805,0.000000,0.000000
1720064753.75637460,0.02093031,0.00348774,0.00000391,32513.00000000,0.02239898,0.000000,0.000000
1720064753.85620475,0.02094499,0.00607018,0.00000414,32571.00000000,0.02943291,0.000000,0.000000
1720064753.95604777,0.02093866,0.00340634,0.00000297,32545.00000000,0.01726830,0.000000,0.000000
1720064754.05590177,0.02095277,0.00680140,0.00000426,32621.00000000,0.02913638,0.000000,0.000000
1720064754.15613413,0.02096647,0.00960583,0.00000400,32726.00000000,0.02892832,0.000000,0.000000
1720064754.25597119,0.02097033,0.00323693,0.00000367,31369.00000000,0.02321578,0.000000,0.000000
1720064754.35581136,0.02097049,0.00424822,0.00000348,31585.00000000,0.02106363,0.000000,0.000000
1720064754.45644665,0.02098030,0.00440723,0.00000433,31755.00000000,0.02671333,0.000000,0.000000
1720064754.55627227,0.02098577,0.00416095,0.00000425,31923.00000000,0.02418198,0.000000,0.000000
1720064754.65611839,0.02099264,0.00481486,0.00000426,32095.00000000,0.02501783,0.000000,0.000000
1720064754.75594902,0.02099785,0.00523775,0.00000342,32395.00000000,0.02406037,0.000000,0.000000
